,_id,azienda,link,luogo,titolo
1381,a_38884eaedfd4c88ea67bddc25a585960,Mastercard,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Associate Analyst- Account management
1382,a_eec6484bef93fe2f6ba21f1cd5739a0b,CRIF,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",HUMAN RESOURCES ORGANIZATION DEVELOPMENT ANALYST
1383,a_cb77678134006dd98a0edca4d644f187,Datalogic,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Calderara di Reno, Bologna
",IT Business Analyst Program Manager
1384,a_04103622167c5e77ff46f44c2d651ce5,Costa Crociere,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Genova
",IT Security Analyst
1385,a_0460311873c59953cb94ee4560b7dc3b,Banca Sella,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",ANALYST - CORPORATE & INVESTMENT BANKING
1386,a_581855d966feb5160d394b7e00b1b05a,Ermenegildo Zegna,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",STAGE Business Analyst
1387,a_65e70dce830917e8f3abca8a29ec45ff,Datalogic,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Calderara di Reno, Bologna
",IT Business Analyst
1388,a_19e14aa62e445905e00b2c6b0403756b,Bosch,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Offanengo, Cremona
",Mechanical Patent Analyst Internship
1389,a_6445b3464bfda48000cd0b5d51dc957a,Supermercato24,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Finance Analyst
1390,a_009a3e228f02087deed692e959c8981d,Adami & Associati,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",COMMODITIES RISK ANALYST – ENERGY SECTOR
1391,a_45a05733918e92b984661c8781e75534,London Stock Exchange Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Junior Risk Analyst
1392,a_156b1eaa68fa403e1d6428d3badb04f2,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Risk analyst
1393,a_3f28ea3c3931eb48fbc693313a118a12,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",IT Technical Analyst
1394,a_7dee053966d1314ca77a958c31637402,InterSystems,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Application Analyst
1395,a_5882e5f24160d4b8b82d75a52b3b7f23,InterSystems,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Application Analyst- Physician
1396,a_a891c13ed4e673260ea1c7ac4dd06748,InterSystems,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Application Analyst- Billing
1397,a_72e539d4e4e06a37a74063a4444cfd8d,Generali,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",IT Analyst
1398,a_cf11593390dc3af7d663968b99b7f026,CRIF,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lazio
",Policy Analyst
1399,a_2430d374df25da4544941cbe7f9d08ca,Spring Professional,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vicenza
",Credit Collection Analyst
1400,a_96d42a459bf5f96b7ea28b3a439b802e,Hays,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Demand Analyst
1401,a_2d1f209f9105cc0e92d2404e6384bcb7,CRIF,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano - Bologna
",Rating Analyst
1402,a_ed01a73712ff2b0dc8e55ec8bb5208f2,CRIF,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia - Bologna
",BUSINESS ANALYST - BANKING FIELD
1403,a_f960ff81fffa99b510c45dae31acf08a,WeRoad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Analyst - Consumer Insights & BI
1404,a_6c31829f98aa72234f4b4e4a7c3d2aed,Alten,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Business Controller & Analyst Junior
1405,a_69465a4e69cf0a563d1dea7a61930082,TXT e-solutions SPA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Functional Analyst Regulatory and Processes
1406,a_c2b9b221bc58af5fab7e8463bd8991bb,Milkman S.p.A.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",Data Analyst
1407,a_7f02eb2356eaf93f83ed6f2813372278,TXT e-solutions SPA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Functional Analyst Credit and Loans Area
1408,a_463659999c006b73e1811d5ff5f225c3,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",Internship Business Analyst
1409,a_c20d2ed191cce6fa8badcf89e43cb37d,Antal International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",IT Change Management Analyst
1410,a_f0afb6bba6523fbee63fc11059f22211,Spring Professional,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Belluno
",SAP SD Functional Analyst
1411,a_28850dc9cd4e828190729171c7b31148,Bending Spoons,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Big Data Analyst
1412,a_5bd0c9c59b8891e0d7d79c301dd482bb,Atos,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma - Milano
",Business Analyst Banking
1413,a_25d0314bb63d6204165afc12bb5892f6,Tikehau Investment Management - Annonces,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Private Equity and Private Debt Analyst - Milan
1414,a_553a13174112231531d7850249889bc8,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Financial Reporting Analyst
1415,a_05ec61fa66fc64749ddd1bd6ea9061f8,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Categorie protette - Private Equity Analyst - 190000A7
1416,a_1455fe5782bf74ee698f4360be0fbbdd,Bending Spoons,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",QA Analyst
1417,a_520b6b9ab1c20ef9079381510346814e,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Integration analyst programmer
1418,a_445a978a63a3f8076bc0128fd7b4224d,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Data Integration analyst programmer
1419,a_0506c4346269e47bc8ca1909a4a3104a,Nana Bianca srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Internship - Data Analyst and Business Intelligence Specialist (2019) - Instal srl
1420,a_18539eef39b955afce86a348e9ab2d33,Nestle Italiana,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Assago, Milano
",Data Insight Analyst - Purina
1421,a_4c3cccc9afb09ae56d5a8b2e10557b0b,Supermercato24,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Strategic Business Analyst
1422,a_ab8312c8d86fb8ec9ac118665f97553a,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
La Spezia
",Business Analyst
1423,a_89678af1855fa65ca27051add9fe16a1,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Cernusco sul Naviglio, Milano
",Senior Business Analyst
1424,a_c1fc6359aa700cb3638adefefde134f5,Danfoss,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Reggio Emilia
",Purchasing Analyst
1425,a_9e61171574bd25e0ec76fe71906c3917,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",HR Analyst & Talent Development Associate
1426,a_54fa575369feacb3e8a6c06a9d252725,Mediamatch,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Monza e Brianza
",Strategic Analyst
1427,a_2cacfb4baae406cdfbd2513d9d0c2b9c,Allianz,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Trieste
",Internship - Real Estate Financial Analyst
1428,a_99bf9173e8c0dd89229fca33e66397cf,Michael Page,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",Senior Business Controller & Analyst
1429,a_3e47ad18b5741169af8ab142ba6170ba,Amdocs,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",System Analyst
1430,a_4fdb1faa8c3145752daae8a52687e336,Serco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Frascati, Roma
",ONDA Business Model Analyst
1431,a_d2177762f3995d8372e4951958098fa2,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",Security Analyst
1432,a_2d1dedabd256b22835022e90062d9753,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Executive Assistant con ottimo Inglese e Cinese
1433,a_b74192c6fe93528479971ebb7697f278,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Architect sviluppatore Java
1434,a_3bd2e145964e30d5c75343c19d7c2ae1,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Zola Predosa, Bologna
",Quality Assurance
1435,a_40e1d3135957d95c1bc0b56235d53c0b,Radar Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pescara
",ICT Security Specialist
1436,a_7111c9c0fb8b757045a496f56be4505a,movisystem,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista funzionale – Zona Milano
1437,a_e3ea4d44f185e2baddab01352c275051,Proconsul Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Penetration Tester (ICS & Embedded Systems)
1438,a_d1aa9030eb0d1b472be7dd4b7ba029a7,movisystem,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista Funzionale Murex Interface / Exchange Workflows (MxML) – Zona Milano
1439,a_e67b944f94ea73b4ddfe78836039e3d1,Agic Technology,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Analista Funzionale
1440,a_9fd593b2796e5f77411b8a888e71983b,recruiting.italy@enigen.eu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Napoli
","Offerta di lavoro per Neolaureati in Informatica, Ingegneria, Fisica o Matematica"
1441,a_bee9a342ebea0f0a02250b1a69017580,movisystem,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista funzionale Senior Financial Control (Capital Markets) – Zona Milano
1442,a_4133fdec78ff4fc647f86c4a6b626bea,Blueoak SRL,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Sviluppatore JEE
1443,a_0632b67be5b2e904fd7f13002e3a8f98,Proconsul Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Senior Penetration Tester
1444,a_9871fb939cd9955239b73d10ef437ab1,mashfrog Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",SAP SD-LE Consultant – Milano
1445,a_baed6574f33eb4ddbf66012994ba43af,JoConnect,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analisti area Order Management e CRM Mi
1446,a_cdfc56a842db4d5930145c597cc5ad6c,Iamboo srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Analista funzionale
1447,a_13679cdad04c1894fca0e0e432296d31,Blu Brick Consulting,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",TECHNICAL TEST SPECIALIST
1448,a_819447d9d866430d2118f02734e90308,G&P Servizi Informatici,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Tester
1449,a_ca70dc043b35307320df0a65faa3cc3b,Wyser,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Padova
",SAP PROJECT MANAGER (MODULI PP E WM)
1450,a_0648e4f205f28fd9ad9ae568450df737,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Analista Tecnico area Automotive To
1451,a_49a76fa6f38ef776cb610ef40226a479,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Agrate Brianza, Monza Brianza
",STAGE CRM (multinazionale farmaceutica)
1452,a_84ad0a2b408f3dbc6a08b5b45607fffb,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Consultant/Senior Consultant - Finance - IAS/IFRS
1453,a_a5eb1bac0f9746d7705a98527222ba95,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Agrate Brianza, Monza Brianza
",STAGE CRM (multinazionale farmaceutica)
1454,a_b7ec78d2afe369cf24c761387a7b23ab,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Consultant/Senior Consultant - Finance - IAS/IFRS
1455,a_e7272faa286e787d65eb77fe2749230a,recruiting.italy@enigen.eu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Offerta di lavoro per Neolaureati in Informatica, Ingegneria, Fisica o Matematica"
1456,a_50957bad39f9fe4527604b33fa22c866,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Architect Java
1457,a_95461e2c2ed16eebfd92909213b3dc41,recruiting.italy@enigen.eu,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Offerta di lavoro per Neolaureati in Informatica o Ingegneria
1458,a_11f0e595144c1cafa3f337e28b41eff8,Reliable Level,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Senior Technical Consultant
1459,a_b11d3ae10e01a47f742f3a16259be883,TRADE SPA,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",PROJECT LEADER/ACCOUNT MANAGER
1460,a_f1b833e3209d4b1370cf9078cb54bb99,Edynet Informatica Globale Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",ANALISTA AMBITO BI - PENTAHO
1461,a_1b8f6a719a6909e4a2bd1098b2445630,Joma Servizi,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Torino
",Project Manager Marketing Torino
1462,a_5d7494730f344683f4ef47a5e8ea426d,Action ICT S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",ANALISTA FUNZIONALE - BOLOGNA
1463,a_fac29684134b38775320b6d42e75c9c8,Toscano Mutui,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",CONSULENTE AL CREDITO ROMA
1464,a_7fac60f8cd537ea84ebb07bccc23db75,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista Programmatore BI Qlik Milano
1465,a_dca5d23a83876061eb0924d8a4c3781d,DB Services s.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Neolaureati in discipline informatiche
1466,a_9da413e351a755a5c871453380b314fb,Experis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Scrum Master
1467,a_4967b078f5f369b0d393684b24750ee4,Page Personnel IT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Junior di potenziale
1468,a_9f81a88ce80a7ee0a7c2d94811d8420b,VJob Italia S.r.l.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Architetto System Integrator VJ_882
1469,a_42cd12dafaba3f3886a14939a28c19dd,Proxima Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Architect Java Roma Tempo Indeterminato
1470,a_3684a43c54c0a9c112c04eaae5bb1041,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Analista Funzionale (Apprendistato)
1471,a_52b1ff79449adc206cd559fd694098f0,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lombardia
",STAGE CRM (multinazionale farmaceutica)
1472,a_fd62eace112adb8c68e0863660208bd5,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Cagliari
",Developer
1473,a_141a964907dabd73347cbe0750ca9ea2,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Test Manager (QA)
1474,a_6680ee75408b09776199989965a0e132,Horsa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",BI Senior Consultant
1475,a_3c9f43d80ac1f73feccf407b93809736,Manpower,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Scrum Master
1476,a_652d7238286d1c14562c7bba56357cd2,Toscano Mutui,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CONSULENTE AL CREDITO MILANO
1477,a_93fa78bdc87f24b7f958421fc6fa20e4,Page Personnel IT,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",CATEGORIE PROTETTE - Junior area Sales&Marketing
1478,a_1ebdda375364dc686bbccd0ac2dc36d5,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Agrate Brianza, Monza Brianza
",STAGE CRM (multinazionale farmaceutica)
1479,a_e7442576ad157e503403e77e1375ad35,Masterandskills - Sapienza Universita di Roma,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Stage retribuito UNIPOL SAI - Master gratuito in Big Data e Intelligenza Artificiale - Bando torno Subito 2019
1480,a_663b8599d95b53c76c3b91311f2b6d14,Action ICT Srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",ANALISTA FUNZIONALE - BOLOGNA
1481,a_9b708a855dfdce19c7fb58ffdd8e6c9f,Alma Laboris,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Settore Tributario ricerca Professionisti
1482,a_6d1efe4c736adf0c2d6da5940d4e9fc1,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sviluppatore Java
1483,a_a33e6883ea39c8cce87e4e11f0cf8163,Hays,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Strategy Consultant - Azienda finale
1484,a_950fb17271cc814551fae2e7f5b5f021,Gruppo SCAI,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","Analista Funzionale SAP, Milano"
1485,a_8a828ca6930f4dd92c98a64899b211b4,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Junior Tester
1486,a_a308000af48540c71286a8d4e154be5b,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Scandicci, Firenze
",ADDETTO COMPLIANCE ISCRITTO ALLE CATEGORIE PROTETTE
1487,a_7ca20c945c416547d6c33daffc24c59c,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",STAGE IN CONTROLLING
1488,a_45b553baf86d39be1906d96c215292a0,F2Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Security Consultant
1489,a_8f01f95fa3d868637ec435cd358a5971,F2Informatica,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Security Consultant
1490,a_fb9a38a9b75e71709619b22f9feef795,Servizi CGN,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pordenone
",Ricerca middle/senior developer
1491,a_039514cd5c863d58e3477292e5a19bee,Ricercamy,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",MANAGEMENT CONSULTANT FINANCIAL SERVICES
1492,a_4aed4a90f0a413bb95db8f90b7bfe3ba,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pescara
",Security Consultant
1493,a_554d57f7c6df034b3bea7f56faca1aa4,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pescara
",Analista Tecnico
1494,a_ca5e2a9afb10b1edd3e676c9dbe98068,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Gorgonzola, Milano
",OPERATORE CHIMICO
1495,a_1976cc6b6b07d674e0e8e040d6df2edd,MAW,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Gorgonzola, Milano
",OPERATORE CHIMICO
1496,a_d18a92a41e97a59b678684df985e275f,Sopra Steria,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",Consulenza IT - Opportunità per Neolaureati/Laureandi
1497,a_243a8ed6f4449d37762170d838123e9a,Descor - Infocad.FM,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
",ANALISTA PROGRAMMATORE .NET JUNIOR VERONA - JUNIOR .NET SOFTWARE DEVELOPER VERONA
1498,a_678fe026536433dd6d1a507b5cc5ad01,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Sviluppatore Java
1499,a_bf223d90c69590edc7cfdd4de41d6f1b,ThinkOpen,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista Programmatore
1500,a_b1c527e6e21ee57b803de2eb131c4a27,Eitos,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Udine
",Responsabile ERP
1501,a_fd477284f48b6fdb794817112ea1dc98,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Avellino
",Marketing Specialist
1502,a_d0387973dc8f4a12b664dcdd1883b42c,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Scandicci, Firenze
",ADDETTO COMPLIANCE ISCRITTO ALLE CATEGORIE PROTETTE
1503,a_db4afce2bd1862526d25155a0972414d,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Lorenteggio, Milano
",Senior Business Intelligence Microsoft
1504,a_a32db6cbaf6f5c68c0eaf56497079044,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Modena
",Junior Analista Funzionale
1505,a_6cbbd5736990ee5ad0abd4d00da9ad98,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Junior Tester
1506,a_0a222003b35d82ab170d94d2483d7344,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Interaction Designer
1507,a_270e025d5dc37e2acb246f99b37fc77e,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Junior- Forensic - Roma
1508,a_e86eabb527f13979c2da1522892e8e9f,Fincons Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",ANALISTA FUNZIONALE CONTABILITA' - AREA BANKING
1509,a_3e9f4461bb1ac2d1df860e07e33ae40b,Openjobmetis,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bologna
",Controller - controllo di gestione
1510,a_ae918566400a5192a44a959fc8cfa806,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Cagliari
",Developer
1511,a_966e0a1429ed2320f1f06bd900edc101,Lutech Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Test Manager (QA)
1512,a_4b80c62b1e356d0cb5e1538a92e2e966,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pordenone
",Senior .NET Developer
1513,a_37a0e6b4e85242e837eb6e82a14afeb1,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Scandicci, Firenze
",ADDETTO COMPLIANCE ISCRITTO ALLE CATEGORIE PROTETT
1514,a_f21b7624cad57f9584dd740b21d40d74,Page Personnel,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Provincia di Milano
",Analista NPL's
1515,a_caff8bc64bed39bc6a15268bc3345833,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Angular Developer
1516,a_1d78e8b21c21ce49a88ac3e1b0b318d6,SEC Recruitment,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",SAP BW (Consultant / Senior Consultant)
1517,a_5c1413a1ec34ac26e065165852c9c2b0,SEC Recruitment,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Italia
",MS Dynamics Freelance Trainer
1518,a_0f92a6ec3169322020123b417d66c09b,Deloitte,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Junior- Forensic - Roma
1519,a_2ca376482c3cfd1daa34f973795ff9a9,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Firenze
",Analista Funzionale
1520,a_85bf6809e25e0b90ecfcd236c31b0de3,Gi Group,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Toscana
",ADDETTO COMPLIANCE ISCRITTO ALLE CATEGORIE PROTETTE
1521,a_0256733abf0ee18ca13f0c9a9978c1c9,Randstad,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pordenone
",Senior .NET Developer
1522,a_abdb287ba75d16df98d8299d852525eb,Thinkopen srl,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Analista programmatore
1523,a_00386afc872a78bf7b57d529cc8ec027,,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Bergamo
",IT Application Architect Manager
1524,a_6a091d6bb487aea453dc3576f775ead6,Fincons Spa,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Vimercate, Monza Brianza
",ANALISTA FUNZIONALE CONTABILITA' - AREA BANKING
1525,a_c157b4876a4615e81141d0c4c5c177cb,Quanta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Pordenone
",Sviluppatore Senior Backend
1526,a_af6e3579a2d9500d1aa3e62a71e36c9a,ONLY JOB S.R.L.,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",REVISORE SENIOR IN AMBITO VALUTAZIONI BANCARIE
1527,a_731516c0e27eb9a2d60576750195a9ab,Adecco,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Avellino
",Marketing Specialist
1528,a_5b3452b6679be3d2853f98a4faa8e37f,Antal International,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
",Addetto CRM & Reporting
1529,a_ed8111c7b212ee4bc4f9b9dd50b7efe6,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","NEOLAUREATI IN MATEMATICA, FISICA, INGEGNERIA"
1530,a_5e6bacece3675017cf99f4b14e44313f,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Verona
","NEOLAUREATI MATEMATICA, FISICA, INGEGNERIA"
1531,a_a2d12ddea8833ee64995b7ae3e9d4fbb,Orienta,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Milano
","NEO LAUREATI INFORMATICA, MATEMATICA, FISICA"
1532,a_d757815763e1473f747ccf4fd5fa3825,Spindox,https://www.careerjet.it/job/176c062cc9a6a797804c21e541279621.html,"
Roma
",Analista Funzionale (stage)
